Personal Data,,,,,,,,Endorsement Data,,,,,,,,,,Electoral Data,,,,Factchecking Columns,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sanders,AOC,Party Committee,Biden,Obama,Primary %,Primary Outcome,"Checked? (not H, I, T)",,Man vs. Woman?,"Checked? inc. H, I, T, W",Notes
Angie Philips,No,Yes,Nebraska,5/12/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,Lost,,NebraskaSenatorN/A,Yes,yes,
Alisha Shelton,No,Yes,Nebraska,5/12/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,Lost,,NebraskaSenatorN/A,Yes,yes,
Dan Wik,No,Yes,Nebraska,5/12/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,NebraskaSenatorN/A,Yes,,
Andy Stock,No,Yes,Nebraska,5/12/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,NebraskaSenatorN/A,Yes,,
Babs Ramsey,No,Yes,Nebraska,5/12/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Lost,,NebraskaRepresentative1,No,yes,
Kate Bolz,No,Yes,Nebraska,5/12/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,Won,,NebraskaRepresentative1,No,yes,
Kara Eastman,No,Yes,Nebraska,5/12/2020,Representative,2,Female,N/A,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,62,Won,yes,NebraskaRepresentative2,No,yes,
Ann Ashford,No,Yes,Nebraska,5/12/2020,Representative,2,Female,N/A,No,N/A,No,N/A,N/A,No,N/A,N/A,N/A,31,Lost,,NebraskaRepresentative2,No,yes,
Gladys Harrison,No,Yes,Nebraska,5/12/2020,Representative,2,Female,N/A,No,N/A,No,N/A,N/A,No,N/A,N/A,N/A,7,Lost,,NebraskaRepresentative2,No,yes,
Mark Elworth Jr.,No,Yes,Nebraska,5/12/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,NebraskaRepresentative3,No,,
Nikki Foster,No,Yes,Ohio,4/28/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,Lost,,OhioRepresentative1,No,yes,
Kate Schroder,No,Yes,Ohio,4/28/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,Won,,OhioRepresentative1,No,yes,
Jaime Castle,No,Yes,Ohio,4/28/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,OhioRepresentative2,No,yes,
Joyce Beatty,Yes,No,Ohio,4/28/2020,Representative,3,Female,N/A,No,N/A,No,No,N/A,N/A,N/A,N/A,N/A,68,Won,,OhioRepresentative3,No,yes,
Morgan Harper,No,No,Ohio,4/28/2020,Representative,3,Female,N/A,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,32,Lost,yes,OhioRepresentative3,No,yes,
Shannon Freshour,No,Yes,Ohio,4/28/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,Won,,OhioRepresentative4,Yes,yes,
Mike Larsen,No,Yes,Ohio,4/28/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,Lost,,OhioRepresentative4,Yes,,
Jeffrey Sites,No,Yes,Ohio,4/28/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,Lost,,OhioRepresentative4,Yes,,
M. Xavier Carrigan,No,Yes,Ohio,4/28/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,Lost,,OhioRepresentative5,No,,
Gene Redinger,No,Yes,Ohio,4/28/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,Lost,,OhioRepresentative5,No,,
Nick Rubando,No,Yes,Ohio,4/28/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,Won,,OhioRepresentative5,No,,
Shawna Roberts,No,Yes,Ohio,4/28/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,OhioRepresentative6,No,yes,
Vanessa Enoch,No,Yes,Ohio,4/28/2020,Representative,8,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,Won,,OhioRepresentative8,Yes,yes,
Matthew Guyette,No,Yes,Ohio,4/28/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,Lost,,OhioRepresentative8,Yes,,
Marcy Kaptur,Yes,No,Ohio,4/28/2020,Representative,9,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91,Won,,OhioRepresentative9,Yes,yes,
Peter Rosewicz,No,No,Ohio,4/28/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Lost,,OhioRepresentative9,Yes,,
Eric Moyer,No,Yes,Ohio,4/28/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,Lost,,OhioRepresentative10,Yes,,
Desiree Tims,No,Yes,Ohio,4/28/2020,Representative,10,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,Won,,OhioRepresentative10,Yes,yes,
James Jerome Bell,No,No,Ohio,4/28/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,OhioRepresentative11,Yes,,
Marcia Fudge,Yes,No,Ohio,4/28/2020,Representative,11,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,Won,,OhioRepresentative11,Yes,yes,
Michael Hood,No,No,Ohio,4/28/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,OhioRepresentative11,Yes,,
Tariq K. Shabazz,No,No,Ohio,4/28/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,OhioRepresentative11,Yes,,
Jenny Bell,No,Yes,Ohio,4/28/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42,Lost,,OhioRepresentative12,No,yes,
Alaina Shearer,No,Yes,Ohio,4/28/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,Won,,OhioRepresentative12,No,yes,
Tim Ryan,Yes,No,Ohio,4/28/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,OhioRepresentative13,No,,
Hillary O'Connor Mueri,No,Yes,Ohio,4/28/2020,Representative,14,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,OhioRepresentative14,No,yes,
Daniel Kilgore,No,Yes,Ohio,4/28/2020,Representative,15,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,34,Lost,yes,OhioRepresentative15,No,,
Joel Newby,No,Yes,Ohio,4/28/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,66,Won,,OhioRepresentative15,No,,
Aaron Paul Godfrey,No,Yes,Ohio,4/28/2020,Representative,16,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,Won,,OhioRepresentative16,No,,
Ronald Karpus III,No,Yes,Ohio,4/28/2020,Representative,16,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,Lost,,OhioRepresentative16,No,,
Dick Durbin,Yes,No,Illinois,3/17/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IllinoisSenatorN/A,No,,
Bobby Rush,Yes,No,Illinois,3/17/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,72,Won,,IllinoisRepresentative1,Yes,,
Sarah Gad,No,No,Illinois,3/17/2020,Representative,1,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,10,Lost,,IllinoisRepresentative1,Yes,yes,
Robert Emmons Jr.,No,No,Illinois,3/17/2020,Representative,1,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,10,Lost,yes,IllinoisRepresentative1,Yes,,
Ameena Nuur Matthews,No,No,Illinois,3/17/2020,Representative,1,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,8,Lost,,IllinoisRepresentative1,Yes,yes,
Robin Kelly,Yes,No,Illinois,3/17/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,Won,yes,IllinoisRepresentative2,Yes,yes,
Marcus Lewis,No,No,Illinois,3/17/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,UPDATED,IllinoisRepresentative2,Yes,,
Marie Newman,No,No,Illinois,3/17/2020,Representative,3,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,47,Won,yes,IllinoisRepresentative3,Yes,yes,
Dan Lipinski,Yes,No,Illinois,3/17/2020,Representative,3,Male,No,No,No,No,No,No,No,N/A,N/A,N/A,45,Lost,,IllinoisRepresentative3,Yes,,
Rush Darwish,No,No,Illinois,3/17/2020,Representative,3,Male,No,No,No,No,No,No,No,N/A,N/A,N/A,6,Lost,,IllinoisRepresentative3,Yes,,
Charles M. Hughes,No,No,Illinois,3/17/2020,Representative,3,Male,No,No,No,No,No,No,No,N/A,N/A,N/A,2,Lost,,IllinoisRepresentative3,Yes,,
Chuy Garcia,Yes,No,Illinois,3/17/2020,Representative,4,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,100,Won,yes,IllinoisRepresentative4,No,,
Mike Quigley,Yes,No,Illinois,3/17/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,Won,,IllinoisRepresentative5,No,,
Brian Burns,No,No,Illinois,3/17/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,,IllinoisRepresentative5,No,,
Sean Casten,Yes,No,Illinois,3/17/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IllinoisRepresentative6,No,,
Danny Davis,Yes,No,Illinois,3/17/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,Won,,IllinoisRepresentative7,Yes,,
Kina Collins,No,No,Illinois,3/17/2020,Representative,7,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,IllinoisRepresentative7,Yes,yes,
Anthony Clark,No,No,Illinois,3/17/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,IllinoisRepresentative7,Yes,,
Kristine Schanbacher,No,No,Illinois,3/17/2020,Representative,7,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,IllinoisRepresentative7,Yes,yes,
Raja Krishnamoorthi,Yes,No,Illinois,3/17/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,Won,,IllinoisRepresentative8,No,,
William Olson,No,No,Illinois,3/17/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,IllinoisRepresentative8,No,,
Inam Hussain,No,No,Illinois,3/17/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,IllinoisRepresentative8,No,,
Jan Schakowsky,Yes,No,Illinois,3/17/2020,Representative,9,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IllinoisRepresentative9,No,yes,
Brad Schneider,Yes,No,Illinois,3/17/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IllinoisRepresentative10,No,,
Bill Foster,Yes,No,Illinois,3/17/2020,Representative,11,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,59,Won,,IllinoisRepresentative11,Yes,,
Rachel Ventura,No,No,Illinois,3/17/2020,Representative,11,Female,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,41,Lost,yes,IllinoisRepresentative11,Yes,yes,
Ray Lenzi,No,Yes,Illinois,3/17/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,Won,,IllinoisRepresentative12,No,,
Joel Funk,No,Yes,Illinois,3/17/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,Lost,,IllinoisRepresentative12,No,,
Betsy Dirksen Londrigan,No,Yes,Illinois,3/17/2020,Representative,13,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,76,Won,yes,IllinoisRepresentative13,No,yes,
Stefanie Smith,No,Yes,Illinois,3/17/2020,Representative,13,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,24,Lost,yes,IllinoisRepresentative13,No,yes,
Lauren Underwood,Yes,No,Illinois,3/17/2020,Representative,14,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IllinoisRepresentative14,No,yes,
Erika Weaver,No,Yes,Illinois,3/17/2020,Representative,15,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,Won,,IllinoisRepresentative15,Yes,yes,
Kevin Gaither,No,Yes,Illinois,3/17/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Lost,,IllinoisRepresentative15,Yes,,
Craig Morton,No,Yes,Illinois,3/17/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,Lost,,IllinoisRepresentative15,Yes,,
John W. Hursey Jr.,No,Yes,Illinois,3/17/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,IllinoisRepresentative15,Yes,,
Dani Brzozowski,No,Yes,Illinois,3/17/2020,Representative,16,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IllinoisRepresentative16,No,yes,
Cheri Bustos,Yes,No,Illinois,3/17/2020,Representative,17,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IllinoisRepresentative17,No,yes,
Tobey Bartee,No,Yes,Mississippi,3/10/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,4,Lost,,MississippiSenatorN/A,No,,
Jensen Bohren,No,Yes,Mississippi,3/10/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,3,Lost,,MississippiSenatorN/A,No,,
Mike Espy,No,Yes,Mississippi,3/10/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,93,Won,yes,MississippiSenatorN/A,No,,
Antonia Eliason,No,Yes,Mississippi,3/10/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,MississippiRepresentative1,No,yes,
Sonia Rathburn,No,No,Mississippi,3/10/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,MississippiRepresentative2,Yes,yes,
Bennie Thompson,Yes,No,Mississippi,3/10/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94,Won,,MississippiRepresentative2,Yes,,
Dorothy “Dot” Benford,No,Yes,Mississippi,3/10/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,Won,,MississippiRepresentative3,No,yes,
Katelyn Lee,No,Yes,Mississippi,3/10/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,Lost,,MississippiRepresentative3,No,yes,
Doug Jones,Yes,No,Alabama,3/3/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,AlabamaSenatorN/A,No,,
James Averhart,No,Yes,Alabama,3/3/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,Won,,AlabamaRepresentative1,Yes,,
Rick Collins,No,Yes,Alabama,3/3/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,AlabamaRepresentative1,Yes,,
Kiani Gardner,No,Yes,Alabama,3/3/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44,Lost,,AlabamaRepresentative1,Yes,yes,
Phyllis Harvey-Hall,No,Yes,Alabama,3/3/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,Won,,AlabamaRepresentative2,Yes,yes,
Nathan Mathis,No,Yes,Alabama,3/3/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,Lost,,AlabamaRepresentative2,Yes,,
Adia Winfrey,No,Yes,Alabama,3/3/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,AlabamaRepresentative3,No,yes,
Rick Neighbors,No,Yes,Alabama,3/3/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,AlabamaRepresentative4,No,,
Terri Sewell,Yes,No,Alabama,3/3/2020,Representative,7,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,AlabamaRepresentative7,No,yes,
Joyce Elliott,No,Yes,Arkansas,3/3/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ArkansasRepresentative2,No,yes,
Celeste Williams,No,Yes,Arkansas,3/3/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ArkansasRepresentative3,No,yes,
William Hanson,No,Yes,Arkansas,3/3/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ArkansasRepresentative4,No,,
Audrey Denney,No,Yes,California,3/3/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91,Advanced,,CaliforniaRepresentative1,Yes,yes,
Rob Lydon,No,Yes,California,3/3/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Lost,,CaliforniaRepresentative1,Yes,,
Jared Huffman,Yes,No,California,3/3/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,Advanced,,CaliforniaRepresentative2,Yes,,
Rachel Moniz,No,No,California,3/3/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,CaliforniaRepresentative2,Yes,yes,
John Garamendi,Yes,No,California,3/3/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative3,No,,
Brynne Kennedy,No,Yes,California,3/3/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative4,No,yes,
Mike Thompson,Yes,No,California,3/3/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,Advanced,,CaliforniaRepresentative5,No,,
Jason Kishineff,No,No,California,3/3/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,CaliforniaRepresentative5,No,,
John Wesley Tyler,No,No,California,3/3/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,CaliforniaRepresentative5,No,,
Doris Matsui,Yes,No,California,3/3/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,Advanced,,CaliforniaRepresentative6,Yes,yes,
Benjamin Emard,No,No,California,3/3/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,CaliforniaRepresentative6,Yes,,
Ami Bera,Yes,No,California,3/3/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,Advanced,,CaliforniaRepresentative7,No,yes,
Jeff Burdick,No,No,California,3/3/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,CaliforniaRepresentative7,No,,
Christine Bubser,No,Yes,California,3/3/2020,Representative,8,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76,Advanced,,CaliforniaRepresentative8,Yes,yes,
Bob Conaway,No,Yes,California,3/3/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,CaliforniaRepresentative8,Yes,,
James Ellars,No,Yes,California,3/3/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,CaliforniaRepresentative8,Yes,,
Jerry McNerney,Yes,No,California,3/3/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative9,No,,
Mike Barkley,No,No,California,3/3/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,CaliforniaRepresentative10,No,,
Josh Harder,Yes,No,California,3/3/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,Advanced,,CaliforniaRepresentative10,No,,
Ryan Blevins,No,No,California,3/3/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,CaliforniaRepresentative10,No,,
Mark DeSaulnier,Yes,No,California,3/3/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative11,No,,
Nancy Pelosi,Yes,No,California,3/3/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,Advanced,,CaliforniaRepresentative12,Yes,yes,
Agatha Bacelar,No,No,California,3/3/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative12,Yes,yes,
Shahid Buttar,No,No,California,3/3/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Advanced,,CaliforniaRepresentative12,Yes,,
Tom Gallagher,No,No,California,3/3/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative12,Yes,,
Barbara Lee,Yes,No,California,3/3/2020,Representative,13,Female,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,100,Advanced,yes,CaliforniaRepresentative13,No,yes,
Jackie Speier,Yes,No,California,3/3/2020,Representative,14,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95,Advanced,,CaliforniaRepresentative14,Yes,yes,
Cristos Goodrow,No,No,California,3/3/2020,Representative,14,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,CaliforniaRepresentative14,Yes,,
Austin Intal,No,No,California,3/3/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative15,Yes,,
Samantha Campbell,No,No,California,3/3/2020,Representative,15,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,CaliforniaRepresentative15,Yes,yes,
Tuan Phan,No,No,California,3/3/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,CaliforniaRepresentative15,Yes,,
Eric Swalwell,Yes,No,California,3/3/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,Advanced,,CaliforniaRepresentative15,Yes,,
Jim Costa,Yes,No,California,3/3/2020,Representative,16,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,Advanced,,CaliforniaRepresentative16,Yes,,
Esmeralda Soria,No,No,California,3/3/2020,Representative,16,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,Lost,,CaliforniaRepresentative16,Yes,yes,
Kim Williams,No,No,California,3/3/2020,Representative,16,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Lost,,CaliforniaRepresentative16,Yes,yes,
Stephen Forbes,No,No,California,3/3/2020,Representative,17,Male,N/A,No,N/A,N/A,No,No,No,N/A,N/A,N/A,10,Lost,,CaliforniaRepresentative17,No,,
Ro Khanna,Yes,No,California,3/3/2020,Representative,17,Male,N/A,Yes,N/A,N/A,Yes,Yes,Yes,N/A,N/A,N/A,90,Advanced,yes,CaliforniaRepresentative17,No,,
Anna Eshoo,Yes,No,California,3/3/2020,Representative,18,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,Advanced,,CaliforniaRepresentative18,Yes,yes,
Rishi Kumar,No,No,California,3/3/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,Advanced,,CaliforniaRepresentative18,Yes,,
Zoe Lofgren,Yes,No,California,3/3/2020,Representative,19,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,Advanced,,CaliforniaRepresentative19,Yes,yes,
Ivan Torres,No,No,California,3/3/2020,Representative,19,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,CaliforniaRepresentative19,Yes,,
Jimmy Panetta,Yes,No,California,3/3/2020,Representative,20,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,Advanced,,CaliforniaRepresentative20,No,,
