level,cycle,chamber,hz,D,label,est,lo,hi,p_dem,actual,dem_won,scored
race,2022,House,17,43,TX-32,29.14,19.11,39.18,0.9999,30.71,1,1
race,2022,House,17,43,TX-33,44.26,33.22,55.29,0.9999,47.52,1,1
race,2022,House,17,43,TX-34,8.69,-1.08,18.46,0.9282,8.77,1,1
race,2022,House,17,43,TX-35,38.62,27.41,49.83,0.9999,45.15,1,1
race,2022,House,17,43,TX-36,-37.29,-46.57,-28.01,1e-4,-38.92,0,1
race,2022,House,17,43,TX-37,48.18,38.73,57.64,0.9999,57.09,1,1
race,2022,House,17,43,TX-38,-25.61,-35.49,-15.73,1e-4,-27.86,0,1
race,2022,House,17,43,TX-4,-32.7,-42.4,-22.99,1e-4,-36.65,0,1
race,2022,House,17,43,TX-5,-29.47,-38.97,-19.96,1e-4,-30.68,0,1
race,2022,House,17,43,TX-7,26.41,16.19,36.64,0.9999,27.59,1,1
race,2022,House,17,43,TX-8,-32.59,-41.88,-23.31,1e-4,-38.05,0,1
race,2022,House,17,43,TX-9,47.65,36.91,58.39,0.9999,53.35,1,1
race,2022,House,17,43,UT-1,-28.76,-37.66,-19.86,1e-4,-33.95,0,1
race,2022,House,17,43,UT-2,-25.12,-33.96,-16.28,1e-4,-27.42,0,1
race,2022,House,17,43,UT-3,-29.73,-38.69,-20.78,1e-4,-37.12,0,1
race,2022,House,17,43,UT-4,-31.91,-40.56,-23.26,1e-4,-30.73,0,1
race,2022,House,17,43,VA-1,-17.15,-26.77,-7.53,0.0017,-13.15,0,1
race,2022,House,17,43,VA-10,12.56,2.8,22.33,0.9828,6.51,1,1
race,2022,House,17,43,VA-11,36.31,26.75,45.87,0.9999,33.78,1,1
race,2022,House,17,43,VA-2,0.17,-8.77,9.12,0.5126,-3.41,0,1
race,2022,House,17,43,VA-3,34.06,23.25,44.88,0.9999,34.72,1,1
race,2022,House,17,43,VA-4,30.54,20.89,40.2,0.9999,30.07,1,1
race,2022,House,17,43,VA-5,-16.34,-26.33,-6.35,0.0036,-15.36,0,1
race,2022,House,17,43,VA-6,-29.24,-38.96,-19.51,1e-4,-29,0,1
race,2022,House,17,43,VA-7,3.09,-5.99,12.18,0.7123,4.66,1,1
race,2022,House,17,43,VA-8,50.17,40.68,59.66,0.9999,49.62,1,1
race,2022,House,17,43,VA-9,-45,-54.45,-35.55,1e-4,-46.8,0,1
race,2022,House,17,43,VT-1,31.11,21.26,40.95,0.9999,38.49,1,1
race,2022,House,17,43,WA-1,26.98,17.34,36.62,0.9999,27.12,1,1
race,2022,House,17,43,WA-10,15.45,5.44,25.46,0.9944,14.13,1,1
race,2022,House,17,43,WA-2,20.96,10.86,31.05,0.9997,20.35,1,1
race,2022,House,17,43,WA-3,-8.51,-16.46,-0.55,0.0394,0.83,1,1
race,2022,House,17,43,WA-4,-25.45,-36.54,-14.36,1e-4,-36.1,0,1
race,2022,House,17,43,WA-5,-20.71,-30.33,-11.1,2e-4,-19.31,0,1
race,2022,House,17,43,WA-6,16.57,6.81,26.32,0.9974,20.13,1,1
race,2022,House,17,43,WA-7,69.01,60.22,77.8,0.9999,71.49,1,1
race,2022,House,17,43,WA-8,2.41,-6.68,11.5,0.6687,6.87,1,1
race,2022,House,17,43,WA-9,41.63,32.1,51.16,0.9999,43.49,1,1
race,2022,House,17,43,WI-1,-13.71,-23.1,-4.31,0.0082,-8.98,0,1
race,2022,House,17,43,WI-2,37.44,27.69,47.19,0.9999,45.02,1,1
race,2022,House,17,43,WI-3,-9.45,-17.78,-1.11,0.0311,-3.7,0,1
race,2022,House,17,43,WI-4,46.67,36.07,57.26,0.9999,53.8,1,1
race,2022,House,17,43,WI-5,-29.88,-39.59,-20.16,1e-4,-28.85,0,1
race,2022,House,17,43,WI-7,-27.6,-37.56,-17.64,1e-4,-23.76,0,1
race,2022,House,17,43,WV-1,-42.24,-51.61,-32.88,1e-4,-39.68,0,1
race,2022,House,17,43,WV-2,-39.19,-48.74,-29.64,1e-4,-31.14,0,1
race,2022,House,17,43,WY-1,-47.15,-56.67,-37.64,1e-4,-47.34,0,1
race,2022,House,18,36,AK-1,-8.36,-17.25,0.52,0.0608,2.41,1,1
race,2022,House,18,36,AL-2,-34.77,-45.26,-24.28,1e-4,-40.64,0,1
race,2022,House,18,36,AL-3,-39,-49.31,-28.68,1e-4,-47.83,0,1
race,2022,House,18,36,AL-4,-63.13,-72.94,-53.31,1e-4,-72.1,0,1
race,2022,House,18,36,AL-5,-33.13,-43.49,-22.78,1e-4,-38.84,0,1
race,2022,House,18,36,AL-7,28.74,17.26,40.22,0.9999,29.28,1,1
race,2022,House,18,36,AR-1,-44.1,-54.32,-33.88,1e-4,-47.6,0,1
race,2022,House,18,36,AR-2,-22.06,-32.32,-11.8,2e-4,-26.01,0,1
race,2022,House,18,36,AR-3,-31.19,-41.28,-21.1,1e-4,-31.89,0,1
race,2022,House,18,36,AR-4,-39.18,-49.71,-28.65,1e-4,-46.11,0,1
race,2022,House,18,36,AZ-1,-3.89,-13.91,6.13,0.2616,-0.88,0,1
race,2022,House,18,36,AZ-2,-8.03,-17.68,1.62,0.0856,-7.74,0,1
race,2022,House,18,36,AZ-3,46.18,34.66,57.7,0.9999,53.96,1,1
race,2022,House,18,36,AZ-4,6.86,-3.07,16.8,0.8722,12.21,1,1
race,2022,House,18,36,AZ-5,-24.78,-35.33,-14.24,1e-4,-20.55,0,1
race,2022,House,18,36,AZ-6,-4.06,-13.7,5.59,0.2445,-1.5,0,1
race,2022,House,18,36,AZ-7,29.13,17.43,40.84,0.9999,29.09,1,1
race,2022,House,18,36,CA-1,-25.3,-35.74,-14.87,1e-4,-24.15,0,1
race,2022,House,18,36,CA-11,69.31,59.97,78.64,0.9999,67.9,1,1
race,2022,House,18,36,CA-12,75.1,65.99,84.21,0.9999,80.95,1,1
race,2022,House,18,36,CA-13,5.17,-3.65,13.99,0.8324,-0.42,0,1
race,2022,House,18,36,CA-14,40.55,30.28,50.82,0.9999,38.68,1,1
race,2022,House,18,36,CA-17,42.26,32.01,52.51,0.9999,41.86,1,1
race,2022,House,18,36,CA-18,39.79,29.61,49.96,0.9999,31.71,1,1
race,2022,House,18,36,CA-19,36.18,25.92,46.43,0.9999,37.3,1,1
race,2022,House,18,36,CA-2,45.51,35.25,55.78,0.9999,48.81,1,1
race,2022,House,18,36,CA-20,-32.84,-44.59,-21.08,1e-4,-34.49,0,1
race,2022,House,18,36,CA-21,16.87,5.09,28.66,0.9907,8.36,1,1
race,2022,House,18,36,CA-22,5.99,-4.47,16.44,0.827,-3.05,0,1
race,2022,House,18,36,CA-23,-17.95,-29.65,-6.24,0.0058,-22.05,0,1
race,2022,House,18,36,CA-24,24.23,13.77,34.69,0.9999,21.13,1,1
race,2022,House,18,36,CA-25,13.68,3.1,24.26,0.9833,14.76,1,1
race,2022,House,18,36,CA-26,12.58,2.72,22.45,0.9821,9.06,1,1
race,2022,House,18,36,CA-27,3.59,-5.29,12.47,0.7468,-6.48,0,1
race,2022,House,18,36,CA-28,31.5,21.07,41.94,0.9999,32.47,1,1
race,2022,House,18,36,CA-3,-8.62,-18.66,1.42,0.0789,-7.3,0,1
race,2022,House,18,36,CA-31,27.35,15.53,39.18,0.9999,19.08,1,1
race,2022,House,18,36,CA-32,37.66,25.81,49.51,0.9999,38.34,1,1
race,2022,House,18,36,CA-33,22.76,12.23,33.29,0.9998,15.42,1,1
race,2022,House,18,36,CA-35,25,13.18,36.81,0.9997,14.73,1,1
race,2022,House,18,36,CA-36,38.27,26.69,49.85,0.9999,39.5,1,1
race,2022,House,18,36,CA-38,26.86,15,38.72,0.9999,16.18,1,1
race,2022,House,18,36,CA-39,23.67,13.12,34.22,0.9999,15.35,1,1
race,2022,House,18,36,CA-4,34.36,23.9,44.83,0.9999,35.6,1,1
race,2022,House,18,36,CA-40,-8.93,-20.09,2.24,0.0943,-13.67,0,1
race,2022,House,18,36,CA-41,-8.28,-18.65,2.1,0.0947,-4.69,0,1
race,2022,House,18,36,CA-42,41.22,30.94,51.51,0.9999,36.74,1,1
race,2022,House,18,36,CA-43,58.7,47.51,69.88,0.9999,54.66,1,1
race,2022,House,18,36,CA-44,43.67,32.16,55.18,0.9999,44.41,1,1
race,2022,House,18,36,CA-45,-0.72,-11.43,10,0.4562,-4.83,0,1
race,2022,House,18,36,CA-46,27.39,15.67,39.11,0.9999,23.58,1,1
race,2022,House,18,36,CA-47,4.54,-5.99,15.07,0.7609,3.43,1,1
race,2022,House,18,36,CA-48,-21.25,-31.63,-10.86,4e-4,-20.72,0,1
race,2022,House,18,36,CA-49,5.12,-5.44,15.69,0.7874,5.26,1,1
race,2022,House,18,36,CA-5,-21.46,-31.91,-11.01,4e-4,-22.62,0,1
race,2022,House,18,36,CA-50,29.81,19.24,40.38,0.9999,25.68,1,1
race,2022,House,18,36,CA-51,23.98,12.07,35.89,0.9995,23.73,1,1
race,2022,House,18,36,CA-52,33.7,23.2,44.2,0.9999,33.34,1,1
race,2022,House,18,36,CA-6,15.43,5.02,25.84,0.9926,11.89,1,1
race,2022,House,18,36,CA-7,34.71,24.48,44.94,0.9999,36.52,1,1
race,2022,House,18,36,CA-8,49.4,38.03,60.78,0.9999,51.46,1,1
race,2022,House,18,36,CA-9,6.67,-4.56,17.91,0.8357,9.63,1,1
race,2022,House,18,36,CO-1,55.42,45.47,65.37,0.9999,64.17,1,1
race,2022,House,18,36,CO-2,35.88,25.62,46.14,0.9999,42.83,1,1
race,2022,House,18,36,CO-3,-12.66,-21.72,-3.59,0.0108,-0.17,0,1
race,2022,House,18,36,CO-4,-27.41,-37.83,-17,1e-4,-25,0,1
race,2022,House,18,36,CO-5,-20.32,-30.6,-10.04,6e-4,-16.28,0,1
race,2022,House,18,36,CO-6,21.02,10.46,31.58,0.9995,23.64,1,1
race,2022,House,18,36,CO-7,7.67,-1.11,16.45,0.9246,15.32,1,1
race,2022,House,18,36,CO-8,-1.77,-10.5,6.96,0.3692,0.72,1,1
race,2022,House,18,36,CT-1,25.81,15.62,36.01,0.9999,24.08,1,1
race,2022,House,18,36,CT-2,10.62,0.06,21.19,0.951,18.34,1,1
race,2022,House,18,36,CT-3,19.63,9,30.26,0.9988,16.57,1,1
race,2022,House,18,36,CT-4,26.3,16.03,36.58,0.9999,18.82,1,1
race,2022,House,18,36,CT-5,5.55,-3.24,14.33,0.8506,0.79,1,1
race,2022,House,18,36,DE-1,16.78,6.26,27.3,0.9957,12.7,1,1
race,2022,House,18,36,FL-1,-30.97,-39.75,-22.2,1e-4,-35.72,0,1
race,2022,House,18,36,FL-10,27.27,17.11,37.43,0.9999,19.87,1,1
race,2022,House,18,36,FL-11,-21,-31.65,-10.35,6e-4,-28.09,0,1
race,2022,House,18,36,FL-12,-36.35,-46.52,-26.19,1e-4,-40.75,0,1
race,2022,House,18,36,FL-13,-8.97,-17.58,-0.35,0.0435,-8.23,0,1
race,2022,House,18,36,FL-14,17.91,7.43,28.38,0.9975,13.8,1,1
race,2022,House,18,36,FL-15,-9.13,-17.85,-0.41,0.0424,-17.09,0,1
race,2022,House,18,36,FL-16,-19.57,-29.88,-9.27,9e-4,-24.3,0,1
race,2022,House,18,36,FL-17,-24.68,-35.08,-14.29,1e-4,-28.5,0,1
race,2022,House,18,36,FL-19,-28.28,-38.49,-18.08,1e-4,-36.01,0,1
race,2022,House,18,36,FL-2,-15.71,-24.68,-6.74,0.002,-19.6,0,1
race,2022,House,18,36,FL-20,46.44,35.41,57.47,0.9999,44.63,1,1
race,2022,House,18,36,FL-21,-19.59,-29.73,-9.45,7e-4,-27.01,0,1
race,2022,House,18,36,FL-22,16.17,5.5,26.84,0.9936,10.22,1,1
race,2022,House,18,36,FL-23,11.03,0.32,21.75,0.9549,4.83,1,1
race,2022,House,18,36,FL-24,44.71,33.35,56.08,0.9999,43.57,1,1
race,2022,House,18,36,FL-25,16.84,5.08,28.6,0.9908,10.19,1,1
race,2022,House,18,36,FL-26,-25.27,-36.9,-13.64,2e-4,-41.75,0,1
race,2022,House,18,36,FL-27,-6.55,-17.04,3.93,0.152,-14.59,0,1
race,2022,House,18,36,FL-28,-15.26,-26.32,-4.19,0.0117,-27.37,0,1
race,2022,House,18,36,FL-3,-22.29,-32.66,-11.92,2e-4,-26.54,0,1
race,2022,House,18,36,FL-4,-16.11,-26.32,-5.9,0.0047,-20.9,0,1
race,2022,House,18,36,FL-7,-13.68,-24.01,-3.35,0.0147,-17.07,0,1
race,2022,House,18,36,FL-8,-26.59,-36.68,-16.51,1e-4,-29.82,0,1
race,2022,House,18,36,FL-9,14.87,4.57,25.18,0.9912,7.27,1,1
race,2022,House,18,36,GA-1,-21.51,-31.76,-11.25,3e-4,-18.29,0,1
race,2022,House,18,36,GA-10,-29.52,-40.14,-18.89,1e-4,-29.07,0,1
race,2022,House,18,36,GA-11,-23.63,-33.98,-13.29,1e-4,-25.2,0,1
race,2022,House,18,36,GA-12,-19.59,-30.26,-8.92,0.0013,-19.19,0,1
race,2022,House,18,36,GA-13,54.5,43.59,65.41,0.9999,63.55,1,1
race,2022,House,18,36,GA-14,-40.48,-50.93,-30.04,1e-4,-31.73,0,1
race,2022,House,18,36,GA-2,9.51,-1.94,20.97,0.914,9.95,1,1
race,2022,House,18,36,GA-3,-36.03,-46.5,-25.56,1e-4,-37.5,0,1
race,2022,House,18,36,GA-4,51.02,40.01,62.04,0.9999,56.97,1,1
race,2022,House,18,36,GA-5,59.56,48.77,70.35,0.9999,64.96,1,1
race,2022,House,18,36,GA-6,-21.8,-32.01,-11.59,2e-4,-24.44,0,1
race,2022,House,18,36,GA-7,21.57,11.09,32.05,0.9996,22.11,1,1
race,2022,House,18,36,GA-8,-33.44,-43.81,-23.07,1e-4,-37.15,0,1
race,2022,House,18,36,GA-9,-42.37,-52.67,-32.06,1e-4,-44.71,0,1
race,2022,House,18,36,HI-1,28.31,17.97,38.65,0.9999,47.41,1,1
race,2022,House,18,36,HI-2,26.37,15.76,36.99,0.9999,27.59,1,1
race,2022,House,18,36,IA-1,-6.31,-15.38,2.76,0.1263,-6.81,0,1
race,2022,House,18,36,IA-2,-7.5,-16.56,1.56,0.0866,-8.25,0,1
race,2022,House,18,36,IA-3,-4.42,-12.92,4.08,0.1962,-0.69,0,1
race,2022,House,18,36,IA-4,-31.88,-42.44,-21.32,1e-4,-37.77,0,1
race,2022,House,18,36,ID-1,-43.1,-53.07,-33.12,1e-4,-46.09,0,1
race,2022,House,18,36,ID-2,-30.64,-40.75,-20.52,1e-4,-27.18,0,1
race,2022,House,18,36,IL-1,37.56,26.15,48.98,0.9999,34.07,1,1
race,2022,House,18,36,IL-10,22.13,11.55,32.72,0.9997,26,1,1
race,2022,House,18,36,IL-11,12.13,1.85,22.4,0.9739,12.91,1,1
race,2022,House,18,36,IL-12,-47.02,-57.26,-36.78,1e-4,-50,0,1
race,2022,House,18,36,IL-13,5.33,-4.34,14.99,0.8177,13.23,1,1
race,2022,House,18,36,IL-14,7.51,-2.85,17.88,0.8834,8.32,1,1
race,2022,House,18,36,IL-15,-42.27,-52.48,-32.06,1e-4,-42.29,0,1
race,2022,House,18,36,IL-16,-30.85,-41.5,-20.19,1e-4,-32.66,0,1
race,2022,House,18,36,IL-17,2.48,-7.42,12.38,0.6598,3.97,1,1
race,2022,House,18,36,IL-2,34.87,23.5,46.23,0.9999,34.26,1,1
race,2022,House,18,36,IL-3,37.06,26.97,47.15,0.9999,37,1,1
race,2022,House,18,36,IL-4,41.02,29.36,52.67,0.9999,41.81,1,1
race,2022,House,18,36,IL-5,35.29,24.82,45.75,0.9999,41.42,1,1
race,2022,House,18,36,IL-6,6.41,-4.28,17.1,0.838,8.72,1,1
race,2022,House,18,36,IL-8,12.31,2.51,22.12,0.9806,13.78,1,1
race,2022,House,18,36,IL-9,37.79,27.55,48.03,0.9999,43.39,1,1
race,2022,House,18,36,IN-1,4.58,-4.98,14.15,0.7847,5.68,1,1
race,2022,House,18,36,IN-2,-28.44,-38.8,-18.09,1e-4,-33.2,0,1
race,2022,House,18,36,IN-2,-28.02,-38.52,-17.52,1e-4,-30.92,0,1
race,2022,House,18,36,IN-3,-36.74,-47.05,-26.44,1e-4,-36.95,0,1
race,2022,House,18,36,IN-4,-34.53,-44.57,-24.5,1e-4,-36.43,0,1
race,2022,House,18,36,IN-5,-23.64,-34.13,-13.15,1e-4,-22.14,0,1
race,2022,House,18,36,IN-6,-37.87,-48.28,-27.45,1e-4,-35.06,0,1
race,2022,House,18,36,IN-7,37.01,25.61,48.4,0.9999,37.25,1,1
race,2022,House,18,36,IN-8,-38.2,-48.59,-27.81,1e-4,-35.17,0,1
race,2022,House,18,36,IN-9,-32.76,-43.05,-22.48,1e-4,-30.83,0,1
race,2022,House,18,36,KS-1,-35.3,-45.85,-24.76,1e-4,-35.33,0,1
race,2022,House,18,36,KS-2,-23.24,-33.86,-12.62,2e-4,-15.28,0,1
race,2022,House,18,36,KS-3,0.27,-9.46,9.99,0.518,12.46,1,1
race,2022,House,18,36,KS-4,-29.26,-39.42,-19.1,1e-4,-26.68,0,1
race,2022,House,18,36,KY-1,-46.46,-56.68,-36.23,1e-4,-49.81,0,1
race,2022,House,18,36,KY-2,-41.5,-51.89,-31.11,1e-4,-43.72,0,1
race,2022,House,18,36,KY-3,18.58,8.32,28.84,0.9986,24,1,1
race,2022,House,18,36,KY-4,-37.85,-48.19,-27.51,1e-4,-35.38,0,1
race,2022,House,18,36,KY-5,-61.57,-71.38,-51.76,1e-4,-64.35,0,1
race,2022,House,18,36,KY-6,-20.36,-30.67,-10.06,6e-4,-30.18,0,1
race,2022,House,18,36,MA-1,19.26,8.94,29.58,0.9989,23.14,1,1
race,2022,House,18,36,MA-2,28.12,17.76,38.47,0.9999,32.53,1,1
race,2022,House,18,36,MA-3,23.74,13.21,34.27,0.9999,27.11,1,1
race,2022,House,18,36,MA-5,45.37,35.41,55.33,0.9999,48.1,1,1
race,2022,House,18,36,MA-6,25.43,14.81,36.04,0.9999,28.28,1,1
race,2022,House,18,36,MA-7,65.7,56.15,75.25,0.9999,69.68,1,1
race,2022,House,18,36,MA-8,32.28,21.9,42.67,0.9999,39.64,1,1
race,2022,House,18,36,MA-9,17.15,6.65,27.65,0.9964,18.4,1,1
race,2022,House,18,36,MD-1,-20.07,-30.8,-9.35,0.001,-11.59,0,1
race,2022,House,18,36,MD-2,18.98,8.57,29.39,0.9986,18.62,1,1
race,2022,House,18,36,MD-3,22.23,11.74,32.72,0.9998,20.5,1,1
race,2022,House,18,36,MD-4,74.63,65.53,83.73,0.9999,80.65,1,1
race,2022,House,18,36,MD-5,33.16,22.67,43.65,0.9999,32,1,1
race,2022,House,18,36,MD-6,3.61,-6.13,13.34,0.7288,9.58,1,1
race,2022,House,18,36,MD-7,54.87,45.03,64.7,0.9999,64.49,1,1
race,2022,House,18,36,MD-8,56.74,46.83,66.65,0.9999,63.08,1,1
race,2022,House,18,36,ME-1,20.61,11.76,29.46,0.9999,25.93,1,1
race,2022,House,18,36,ME-2,-4.09,-12.99,4.8,0.2245,5.09,1,1
race,2022,House,18,36,MI-1,-26.92,-37.48,-16.36,1e-4,-23.17,0,1
race,2022,House,18,36,MI-10,-5.14,-14.1,3.83,0.173,-0.51,0,1
race,2022,House,18,36,MI-11,18.32,7.55,29.09,0.9974,22.64,1,1
race,2022,House,18,36,MI-12,43.19,33.19,53.19,0.9999,45.91,1,1
race,2022,House,18,36,MI-13,42.72,31.49,53.95,0.9999,49.57,1,1
race,2022,House,18,36,MI-2,-35.42,-45.64,-25.21,1e-4,-29.99,0,1
race,2022,House,18,36,MI-3,4.46,-4.99,13.91,0.7812,13.33,1,1
race,2022,House,18,36,MI-4,-16.36,-27.12,-5.59,0.0062,-12.28,0,1
race,2022,House,18,36,MI-5,-31.04,-41.48,-20.61,1e-4,-28.18,0,1
race,2022,House,18,36,MI-6,24.84,14.38,35.31,0.9999,31.78,1,1
race,2022,House,18,36,MI-7,1.07,-7.82,9.95,0.5782,5.52,1,1
race,2022,House,18,36,MI-8,-0.67,-9.57,8.23,0.4509,10.7,1,1
race,2022,House,18,36,MI-9,-35.33,-45.38,-25.29,1e-4,-31.66,0,1
race,2022,House,18,36,MN-1,-16.12,-28.84,-3.39,0.0186,-11.98,0,1
race,2022,House,18,36,MN-2,1.77,-7.09,10.62,0.6286,5.41,1,1
race,2022,House,18,36,MN-3,17.5,7.75,27.26,0.9984,19.21,1,1
race,2022,House,18,36,MN-4,34.22,23.88,44.55,0.9999,35.38,1,1
race,2022,House,18,36,MN-5,55.01,45.26,64.76,0.9999,50.37,1,1
race,2022,House,18,36,MN-6,-26.61,-36.64,-16.57,1e-4,-24.23,0,1
race,2022,House,18,36,MN-7,-36.07,-46.33,-25.8,1e-4,-41.6,0,1
race,2022,House,18,36,MN-8,-19.77,-30.3,-9.25,0.001,-14.48,0,1
race,2022,House,18,36,MO-1,52.66,41.73,63.59,0.9999,49.93,1,1
race,2022,House,18,36,MO-2,-17.6,-28.08,-7.12,0.0029,-12.09,0,1
race,2022,House,18,36,MO-3,-33.61,-44.13,-23.08,1e-4,-30.22,0,1
race,2022,House,18,36,MO-4,-41.89,-52.13,-31.65,1e-4,-46.12,0,1
race,2022,House,18,36,MO-5,23.56,13.08,34.05,0.9999,25.23,1,1
race,2022,House,18,36,MO-6,-43.09,-53.28,-32.89,1e-4,-43.8,0,1
race,2022,House,18,36,MO-7,-44.89,-55.18,-34.61,1e-4,-45.15,0,1
race,2022,House,18,36,MO-8,-54.1,-64.28,-43.91,1e-4,-55.26,0,1
race,2022,House,18,36,MS-1,-38.19,-48.5,-27.88,1e-4,-45.95,0,1
race,2022,House,18,36,MS-2,23.78,12.37,35.2,0.9997,20.2,1,1
race,2022,House,18,36,MS-3,-31.87,-42.32,-21.42,1e-4,-41.48,0,1
race,2022,House,18,36,MS-4,-41.14,-51.44,-30.84,1e-4,-49.76,0,1
race,2022,House,18,36,MT-1,-10.72,-19.66,-1.77,0.0244,-3.29,0,1
race,2022,House,18,36,MT-2,-31.5,-41.79,-21.22,1e-4,-47.44,0,1
race,2022,House,18,36,NC-1,4.67,-5.23,14.58,0.7812,4.74,1,1
race,2022,House,18,36,NC-10,-43.14,-53.32,-32.96,1e-4,-45.36,0,1
race,2022,House,18,36,NC-11,-15.06,-24.89,-5.23,0.0059,-9.44,0,1
race,2022,House,18,36,NC-12,25.86,15.53,36.18,0.9999,25.49,1,1
race,2022,House,18,36,NC-13,-2.67,-11.16,5.81,0.302,3.19,1,1
race,2022,House,18,36,NC-14,12.75,2.36,23.15,0.9782,15.41,1,1
race,2022,House,18,36,NC-2,25.51,15.05,35.96,0.9999,29.36,1,1
race,2022,House,18,36,NC-3,-32.08,-42.4,-21.75,1e-4,-33.81,0,1
race,2022,House,18,36,NC-4,30.29,19.76,40.82,0.9999,33.81,1,1
race,2022,House,18,36,NC-5,-28.08,-38.47,-17.69,1e-4,-26.31,0,1
race,2022,House,18,36,NC-6,10.55,0.55,20.55,0.9586,8.95,1,1
race,2022,House,18,36,NC-7,-20.66,-31.21,-10.1,6e-4,-15.42,0,1
race,2022,House,18,36,NC-8,-39.11,-49.15,-29.08,1e-4,-39.82,0,1
race,2022,House,18,36,NC-9,-16.99,-27.07,-6.9,0.0028,-13,0,1
race,2022,House,18,36,NE-1,-20.89,-33.28,-8.5,0.0028,-15.82,0,1
race,2022,House,18,36,NE-2,-0.43,-9,8.14,0.467,-2.67,0,1
race,2022,House,18,36,NE-3,-54.38,-64.32,-44.44,1e-4,-66.43,0,1
race,2022,House,18,36,NH-1,2.04,-6.67,10.75,0.6501,8.13,1,1
race,2022,House,18,36,NH-2,5.96,-2.93,14.85,0.8648,11.74,1,1
race,2022,House,18,36,NJ-1,17.84,8.14,27.55,0.9988,27.83,1,1
race,2022,House,18,36,NJ-10,55.47,44.53,66.41,0.9999,58.87,1,1
race,2022,House,18,36,NJ-11,15.08,4.37,25.78,0.9898,18.97,1,1
race,2022,House,18,36,NJ-12,29.7,19.36,40.04,0.9999,27.48,1,1
race,2022,House,18,36,NJ-2,-15.41,-25.51,-5.31,0.006,-19.12,0,1
race,2022,House,18,36,NJ-3,10.12,0.29,19.95,0.9549,11.93,1,1
race,2022,House,18,36,NJ-4,-32.05,-42.46,-21.64,1e-4,-36.17,0,1
race,2022,House,18,36,NJ-5,11.7,0.98,22.42,0.9637,10.51,1,1
race,2022,House,18,36,NJ-6,17.53,7.03,28.03,0.997,16.7,1,1
race,2022,House,18,36,NJ-7,-2.89,-11.64,5.86,0.2936,-2.8,0,1
race,2022,House,18,36,NJ-8,39.42,27.97,50.87,0.9999,50.11,1,1
race,2022,House,18,36,NJ-9,18.28,7.66,28.9,0.9977,11.47,1,1
race,2022,House,18,36,NM-1,11.7,-0.4,23.79,0.9442,11.51,1,1
race,2022,House,18,36,NM-2,0.21,-10.25,10.67,0.5131,0.7,1,1
race,2022,House,18,36,NM-3,9.26,-1.48,20,0.9219,16.31,1,1
race,2022,House,18,36,NV-1,4.6,-6.69,15.9,0.7488,5.75,1,1
race,2022,House,18,36,NV-2,-19.46,-29.21,-9.71,5e-4,-22.49,0,1
race,2022,House,18,36,NV-3,1.82,-6.94,10.58,0.6339,3.97,1,1
race,2022,House,18,36,NV-4,3.38,-5.26,12.02,0.74,4.83,1,1
race,2022,House,18,36,NY-1,-2.68,-13.09,7.73,0.3361,-11.02,0,1
race,2022,House,18,36,NY-10,64.36,54.74,73.98,0.9999,69.35,1,1
race,2022,House,18,36,NY-11,-8.66,-17.5,0.18,0.0534,-23.53,0,1
race,2022,House,18,36,NY-12,65.05,55.56,74.53,0.9999,63.95,1,1
race,2022,House,18,36,NY-14,51.55,41.61,61.48,0.9999,44.16,1,1
race,2022,House,18,36,NY-15,64.01,52.9,75.13,0.9999,65.58,1,1
race,2022,House,18,36,NY-16,39.24,28.92,49.55,0.9999,28.6,1,1
race,2022,House,18,36,NY-17,5.39,-3.52,14.31,0.8402,-0.64,0,1
race,2022,House,18,36,NY-18,4.49,-5.95,14.93,0.7603,1.35,1,1
race,2022,House,18,36,NY-19,1.18,-7.92,10.28,0.5845,-1.56,0,1
race,2022,House,18,36,NY-2,-4.95,-14.68,4.78,0.2014,-21.45,0,1
race,2022,House,18,36,NY-20,19.32,8.83,29.81,0.9988,10.14,1,1
race,2022,House,18,36,NY-21,-21.09,-31.63,-10.56,5e-4,-18.3,0,1
race,2022,House,18,36,NY-22,2.7,-6.17,11.57,0.6916,-0.98,0,1
race,2022,House,18,36,NY-23,-20.63,-33.11,-8.16,0.0033,-29.84,0,1
race,2022,House,18,36,NY-24,-21.96,-32.12,-11.81,2e-4,-31.41,0,1
race,2022,House,18,36,NY-25,17.02,6.78,27.26,0.9969,7.74,1,1
race,2022,House,18,36,NY-26,26.34,15.98,36.7,0.9999,27.95,1,1
race,2022,House,18,36,NY-3,3.43,-6.23,13.09,0.7204,-7.53,0,1
race,2022,House,18,36,NY-4,9,-1.59,19.59,0.919,-3.59,0,1
race,2022,House,18,36,NY-5,57.66,47.89,67.43,0.9999,50.42,1,1
race,2022,House,18,36,NY-6,29.84,19.41,40.27,0.9999,27.91,1,1
race,2022,House,18,36,NY-7,57.64,48.02,67.26,0.9999,61.37,1,1
race,2022,House,18,36,NY-8,49.72,39.81,59.63,0.9999,43.45,1,1
race,2022,House,18,36,OH-1,1.12,-7.53,9.77,0.5844,5.52,1,1
race,2022,House,18,36,OH-10,-17.03,-27.42,-6.65,0.0035,-23.33,0,1
race,2022,House,18,36,OH-11,51.01,40.08,61.95,0.9999,55.51,1,1
race,2022,House,18,36,OH-12,-35.5,-45.77,-25.23,1e-4,-38.54,0,1
race,2022,House,18,36,OH-13,-1.85,-10.88,7.18,0.3683,5.35,1,1
